ID,sex,LDSR_CERCZM_BLUP,SRSR_COLLGR_BLUP,LDSR_CORBNE_BLUP,ERSR_GIBBFU_BLUP,ERSR_GIBBZE_BLUP,LDSR_NLBR1_BLUP,LDSR_PUCCPY_BLUP,LDSR_TARSC_BLUP,YLD_BE_BLUP,AGSPP_BLUP,RTLP_BLUP,STLP_BLUP,TWT_BE_BLUP,MST_BE_BLUP
143,F,0.063359526,-1.881454571,-1.681666105,0.208030734,0.575580958,0.769955224,-0.33103908,0.009889351,8.439104907,-5.304483051,-3.118741523,0.380498933,-1.901842243,-0.386083538
144,M,-0.155086666,-0.849051322,-0.35149615,-1.801272002,0.591501121,-0.492616663,0.369665792,0.034545543,17.9723249,-1.976377852,-1.004676156,-0.397355096,0.459977584,2.064356832
145,F,0.388526769,0.094885268,0.004919512,-0.603043894,1.78089703,0.522876444,-1.236931146,0.010817393,2.158443728,-5.959933484,0.263276971,-1.168148154,-0.850475694,1.576433802
146,M,0.165832383,-1.047889351,-0.784782686,-0.734807207,0.237441453,-0.064232436,1.119210364,0.252275179,2.326702474,6.68762098,2.489011202,-0.897446221,-0.878506998,2.410397587
147,F,-0.295619804,-0.732259346,-1.863167975,0.259126365,-1.511848522,-0.39919384,2.471532044,0.091867585,23.37220171,4.801991316,-2.629063174,-1.771847853,-2.226582569,4.017218238
148,F,0.106368362,0.920690602,0.601610858,0.397780013,0.030345807,0.105892338,-0.753749154,0.106633382,1.883600348,-1.617320585,-6.180769678,1.16986941,1.355699183,-1.72201305
149,M,-0.276903327,0.277634438,0.765454536,0.171616237,-0.354833418,-0.039097701,0.37123787,0.064395808,3.938406384,-2.033876044,0.359577781,0.855768453,-0.576041346,-0.614268693
150,F,0.003240858,-1.024660966,-1.232194717,0.180386668,0.403024832,0.005082635,-0.072502513,0.07918956,10.38078701,4.698139359,1.404108182,-2.38965717,-0.473713464,0.353372479
151,M,-0.211299668,0.318242421,-0.307717962,-0.438150569,1.835896491,-0.42174934,-2.201832333,-0.090287829,5.640438546,-4.276408719,2.531616137,0.950918287,0.660668644,-2.518695755
152,M,0.008218687,-0.030460247,-0.916267797,0.90532615,0.041335904,1.000922043,-0.725763648,0.218611544,22.401711,1.887418486,-0.357685099,-0.880709184,-0.274596299,-2.782248335
153,F,-0.418067945,-0.651782829,-0.296887341,-0.938273211,1.594142561,1.220101929,-1.738621458,-0.089593003,27.04950773,-10.0025074,2.266127603,0.982827673,-1.06532733,0.755851648
154,F,-0.571454781,-1.474457962,-0.887854291,-0.517229164,2.410029929,-0.87686871,-1.890147509,0.041661231,-1.093516457,-2.44108299,1.195008025,1.197241378,1.372202933,1.409400698
155,F,-0.245900562,-0.507702254,-1.891556796,0.513667179,-0.231373052,0.804619389,-0.165559926,-0.072509056,7.876331131,-3.073792794,4.923097794,2.030586182,-0.165359393,-2.001135084
156,M,-0.039271513,-1.209921569,-0.523211454,0.692272112,-0.508557138,0.756623315,-0.056741714,-0.038074865,0.75528204,13.01381637,0.904961212,-2.223742339,0.929012288,2.255183626
157,F,-0.816352991,0.331921583,-0.494207826,-0.155258775,-1.288347407,0.121804605,0.987430937,-0.122264898,8.651338214,-3.858717045,-1.125384251,-0.726063998,1.286886565,-1.062894141
158,M,0.249242616,-0.665983647,-1.040896212,0.751426168,-1.635843375,0.180282767,1.968399203,0.026507184,-3.56483661,-4.303252931,-0.165055343,1.818844576,-0.703454825,-1.184095119
159,M,-0.867521618,-0.125003387,0.344304064,-0.097156579,1.029851536,0.315478333,-0.67969981,0.069213496,12.52073226,-5.583177921,2.973497087,-1.938622141,-0.359976984,1.293320121
160,M,-0.322241907,-0.909106574,-0.489787165,0.600669436,-0.076676444,-0.152660497,0.267179961,-0.156929096,4.847626576,-17.42111993,3.839260416,-1.302295289,1.723919103,-1.595518931
161,M,-0.373691511,-0.255887417,-0.900170303,0.468227521,1.248041325,-0.008842917,-0.879877666,-0.085977499,3.99740273,-15.37563115,-1.953469376,-0.835559804,-0.404382504,0.946374502
162,F,-1.19024754,-2.838733138,-1.452960459,0.060644011,0.978212177,-0.507411202,0.147011983,0.039491917,14.68846248,-10.16469188,2.078101864,-0.913414761,-0.08812971,2.697964076
163,M,-0.179286776,0.142977644,-0.522288942,-0.248293505,0.403459796,0.00138487,-0.394411745,0.104741512,9.661687463,-4.052354218,-3.406828096,-0.442489498,-0.168432252,-2.913080565
164,F,-0.817138246,-1.193729257,0.575995286,-0.788211652,0.998799528,0.795049142,-0.740494295,0.102486385,12.72918034,-3.05790699,-1.70247009,2.164547775,-0.084414768,4.160448559
165,M,-0.33687775,-1.779579958,1.272986383,0.527683952,0.824877682,-0.398892367,-1.358644231,-0.017067883,2.554183717,-5.07734218,-2.13753673,0.176710681,2.973315041,0.455566079
166,M,-1.459362839,-1.507345565,0.815668499,1.153020909,-0.81010715,0.622935733,-0.047647141,-0.347789233,10.80570972,-4.950320175,-1.030087162,-1.269462121,-1.787056718,2.26486043
167,M,0.317457564,0.655480789,0.322764176,-0.582037444,0.244305605,0.192074534,-0.270178822,-0.002201157,-0.501227754,4.956478224,4.087056885,1.542687314,0.535973801,0.972849468
168,M,-0.411882209,-1.4372015,0.20313985,-1.05390512,0.479999457,0.287471283,-0.764371034,-0.101342122,0.623265442,11.8016565,1.937337644,1.786628629,0.423184663,2.284570496
169,M,0.782646789,-1.458609616,1.147874399,1.419614336,-0.626036665,0.227162192,0.052883728,0.083106505,3.130333946,0.662857309,-0.7154124,0.667846731,0.064054608,-1.327642489
170,F,-0.909535176,-0.194944506,-0.190023649,-0.674398993,0.599301573,-0.183658992,-0.201308496,-0.097043516,18.22061203,-3.107664248,-0.244499426,-0.271631969,-0.737964107,4.295761046
171,M,-0.286160039,-1.557375546,1.144231833,-0.720560447,-0.240358077,-0.329557945,0.824829416,0.102629186,9.921422995,-6.476176142,-4.895750502,0.709786536,-0.414323396,-0.052460004
172,F,-0.232328988,-1.754346268,-0.66778039,0.704771401,0.740967142,0.257500905,-0.952366433,-0.10024973,-4.779043874,2.83202863,2.771408482,0.165479741,-0.065362056,1.371193736
173,F,-1.178709782,-2.861356825,-0.357398988,1.011484796,0.031914293,0.274927106,-0.538662619,0.15415469,12.09468504,1.972265649,2.857176525,1.045924216,1.006238477,-1.705765777
174,M,0.111711747,-0.669457084,0.386322955,-0.642552925,0.04656842,-0.519321501,0.914324645,0.081286119,15.9191734,-0.428479709,-0.069796293,-2.742102902,-0.724161965,2.186410352
175,M,0.313734703,-0.529722921,-0.728455832,0.498244938,1.217660337,-0.731439254,-1.394056539,-0.119563066,6.558404005,1.239648024,4.407686286,0.504434651,-0.855912552,-0.65126997
176,F,0.825414949,0.061084963,0.143546138,0.455962375,-1.098250183,0.157721588,0.678175897,-0.010886008,-8.236734296,-4.702561661,-2.405199461,1.049943663,1.899055231,-3.587017868
177,M,-0.895217112,-0.74053879,-0.23646757,-0.21828804,-0.354874916,-0.084041604,0.752812559,-0.090942399,-6.007399562,-4.647922271,-2.143073691,1.408488257,1.98888153,4.941524263
178,M,0.617785802,-0.951825293,0.331576558,-1.256566701,0.418658018,-0.355732328,0.476749122,0.006400302,11.06334078,-1.272574149,-3.460844125,-1.810369699,-1.187437207,1.196297721
179,M,-0.157815495,-1.641215488,0.529812843,0.251418145,0.819502713,0.977877918,-1.411421024,-0.157352915,16.94325872,-3.17178002,3.716593333,-1.237521199,-0.1347586,0.920128424
180,M,-0.939939495,-1.96797736,0.718210629,0.580998711,-0.57917359,0.575283269,-0.333587466,-0.179389753,0.539009292,5.125278863,1.275077548,2.576976608,-1.099245536,0.495436958
181,M,0.529379282,-2.042402755,0.860192278,1.100733481,0.742438364,1.025132363,-1.49412013,-0.157201608,-5.977238322,-2.594872649,-1.612276405,-1.778097368,0.247186121,0.470883234
182,F,-0.53823505,-0.938446213,0.055846303,-1.231471569,1.903448575,-1.134817539,-0.279634547,0.163104134,-4.846288926,-5.712074342,1.396261081,-0.085808597,-0.284235546,1.426041317
183,F,-0.212649049,-1.322920868,0.19599468,-1.073850181,0.053220276,0.022981241,0.09746073,-0.009845593,-7.604506983,-6.713645714,-0.877110771,0.057069925,3.630721067,-2.714972341
184,F,0.589144447,-0.750172648,-1.144305311,1.096467577,0.678767029,-0.455956703,-0.04057113,0.145409101,-7.510414097,-7.303623497,-0.393246108,-0.067024404,-0.876824604,-2.208788112
185,F,0.24270368,-0.756779085,1.778863708,0.622710888,-1.638869126,1.278895414,0.977703699,-0.12254825,-1.264885139,4.67096314,1.236383774,-0.34711032,-0.372427476,1.864819281
186,M,-0.265080963,0.055540779,0.78697131,0.478834088,0.223870606,-0.252348556,-0.969934011,-0.036193747,-1.005518171,8.373800393,3.14163313,0.766191425,0.756748462,-0.189490552
187,M,-0.257665512,-0.350067637,0.625846408,0.633714514,0.025757003,0.562531859,-0.953452951,-0.013036388,9.303366774,-1.184198378,-0.145639672,-0.280262172,0.752405006,-2.12943817
188,M,-0.204708146,-1.990206721,-0.472362343,-0.140570342,-0.440615926,0.322393403,0.632539219,0.138373514,2.448895578,2.925477859,-3.993457137,-0.444028012,0.796714522,-0.285598497
189,F,0.79019925,0.07155728,0.603983304,0.931315016,-0.19564026,-0.422215972,0.686995981,0.08650845,-5.863569959,-7.480551599,-0.219440809,0.616697907,-0.575607526,-0.113263294
190,F,-0.337408134,-0.720026932,-2.257951251,0.432235863,0.686692414,-1.083540188,0.027035578,0.025776819,7.175714137,0.856166633,-1.735220327,-1.917201989,-0.298412184,1.997339015
191,M,0.215960962,-1.8003367,0.369263548,0.67464831,1.462102851,0.696223808,-1.752446448,-0.106083565,1.089665709,-5.574422652,0.585556803,-0.750632362,-0.522942995,0.893762726
192,F,-0.37032256,-2.055500096,-1.664594879,1.297014089,1.489645296,-0.286420868,-2.440932183,-0.10917907,4.525743037,5.950204576,-2.923295218,-0.60339294,-0.669088477,-1.478442833
193,F,0.385156682,-0.522536516,0.180177311,-0.803899305,0.449529524,0.289383969,-0.698040706,-0.22607243,17.58096709,3.968072772,-3.40031799,-1.118818373,-1.66259196,2.849425003
194,M,-0.121106969,-1.316261699,0.273706956,-1.100465332,0.767322579,0.386229444,-0.900187729,-0.13270776,14.57784472,0.016232303,-2.159256743,-0.892279762,0.30868049,1.535785455
195,F,-0.38537846,-0.709547489,0.237349948,0.806602218,0.104590302,-0.129194151,-1.245313429,-0.217453599,-6.706474643,5.318356275,0.92873507,0.915904227,0.592148157,-1.38337425
196,F,-0.519077908,-0.193451572,-0.268320081,0.070231313,0.925246569,-0.942815293,-0.519125146,-0.001554537,3.242319633,0.931259138,-1.892668981,-0.610654275,-1.139576761,1.82050527
197,F,-0.391453257,-1.124569297,-2.051741447,1.105646792,0.112890373,1.149334349,-0.644615903,0.040123922,1.209797941,6.116565729,-2.627725999,-0.402228409,-1.264031443,-0.16010292
198,M,-0.456449356,-1.910922523,0.538251037,-0.227547156,0.399248118,-0.551650392,0.647288789,0.058758027,0.710245158,-11.16283567,1.974991211,0.261425321,-0.290425406,0.09160039
199,M,-0.421734058,0.16222275,-0.443235194,-0.009304187,0.392054205,0.497134463,-0.907680121,-0.031203884,1.491267684,2.274412316,0.955842999,-1.303865994,0.414154139,-2.380124572
200,M,0.597647704,0.003485855,1.255766377,0.449176812,-0.602462202,-1.138216595,1.250402527,0.124783267,5.15483912,-3.147025382,0.399760918,0.00880584,-0.346524389,0.360008777
201,F,-0.288915659,-1.301517425,-0.79142533,-0.752479491,0.546145429,0.722548032,-0.576670243,0.079926441,14.319669,8.853084477,3.877275697,0.431993609,0.276228196,1.04128536
202,M,0.629590119,-0.299620901,-0.439383919,-1.859243439,-0.300213822,0.381402922,1.517911934,0.076471328,27.50373992,3.056568851,-1.723047123,-0.887242194,-2.580042648,3.980268042
203,M,-0.188078753,0.725519946,-0.909941603,-0.883741035,2.210444924,-0.57527996,-1.784585542,0.056855697,-10.36581728,-1.619467578,1.050555121,0.052989897,1.565843788,-0.989072921
204,M,-0.223856272,-1.448022319,-1.142869899,-0.132495424,0.363186038,0.291926289,0.027871597,0.06223433,12.57599766,5.978074988,0.360125285,1.04589915,-2.29387995,2.490883846
205,M,0.126194839,0.124336305,-0.129045746,3.085763121,-1.457018009,-0.078999256,0.84834586,0.087524175,-10.28195141,0.179526249,-1.942394892,-1.206298892,-0.060584569,-0.881937396
206,M,-1.198636428,-0.255864799,-1.095385975,-0.59941448,0.302260282,-1.061346935,0.344789735,0.055995382,11.02885383,-4.350424785,-0.935376702,2.156728957,0.172647208,1.021420927
207,M,-0.602221081,-1.233690126,-0.439329792,1.000927109,0.081127969,0.503489942,-0.500521556,0.218193009,5.68186153,0.000676037,0.87499101,3.081043525,0.672213301,-0.970056011
208,F,-0.572934164,-1.791697814,-0.911160729,-0.605689806,0.671553882,-0.095667671,-0.522784224,-0.132043721,12.33655733,-3.185674065,-4.617863253,-1.267877479,-1.322247224,-0.333761667
209,F,-0.488464613,0.940175713,-1.233651095,0.722125739,0.395133522,-0.33425513,-0.850854195,-0.09769198,2.569975826,-2.782545249,-0.88365949,2.451076813,-0.198592353,0.382828277
210,M,0.260201491,-0.086121031,1.794423223,1.50293121,-0.617033879,0.804451115,0.13576619,0.058579832,10.16933794,-4.320522722,-1.405427935,-0.539667102,-1.020830869,1.79384679
211,M,-0.52149169,0.477388288,0.639117146,-1.153822498,-0.245178433,0.258791621,0.149911598,-0.005669257,14.49601523,-0.555735471,1.110212305,1.784746187,-0.504328333,-0.970326295
212,M,-0.038780718,-1.340840479,0.360007751,2.910376045,-0.118639346,0.836723739,-1.935886001,-0.016654872,3.706042445,15.4472756,-1.387303903,0.00633912,-0.346568232,0.685965864
213,M,0.243946773,-1.05328725,-0.457394772,-0.728619132,0.803003699,-0.12526419,-0.117508723,0.122123737,8.22512459,7.283679298,1.296847084,-0.272053277,-1.073902951,1.894764356
214,M,0.110750071,-1.933525479,-0.136282051,1.124933732,-1.184374162,1.112012579,0.457250236,-0.112801983,11.43596022,-0.657005687,-0.21157017,0.764848689,-0.455245495,0.76627837
215,M,-0.509440216,-1.395050041,-0.16485137,0.080159892,0.141942924,-0.915606528,0.133512902,-0.104738545,-5.984189299,-3.305883931,-0.723341298,-0.383328666,0.498257562,-0.656522545
216,M,-0.175114275,-1.079107077,0.794750709,-1.209071547,1.432095512,-0.565771094,-0.494112343,0.000638579,11.13830564,-3.248257749,2.165293812,-0.594625019,-0.937583247,2.436598686
217,F,-0.142717428,0.074642598,0.129684977,-0.903610782,0.94334674,-0.952224864,-0.519374468,0.077954249,9.44602809,0.867434775,-2.341110602,-0.029886349,0.114317684,0.171787927
218,M,-0.518915491,-1.003267435,-1.114796695,0.041241657,0.938487733,-0.677442145,-0.628300998,0.134538311,-2.070082556,11.20273543,-3.345460392,-0.092379723,-0.663310129,1.81407383
219,F,-0.802351894,0.356273095,0.340128582,-0.625177071,0.55547928,0.155991926,-1.316442875,0.11229868,12.6229343,14.93867958,-1.785830289,-0.135718559,0.79025738,0.461231818
220,M,0.128472826,-1.807058357,0.966250701,0.413349397,0.052360176,0.712916371,-0.401226944,-0.181993198,-14.79228115,0.291640702,-1.333675379,0.812501163,-0.422967298,1.713054838
221,M,0.723384981,-1.191265936,-0.294547535,0.359304728,-1.177736202,1.027679485,0.96731816,0.189946114,9.235928562,11.32756487,2.517277885,0.732936252,-0.39797767,-0.585119548
222,M,-0.00889657,-0.593079071,0.544894876,-0.07457619,0.717587665,-0.479779953,-0.710498361,-0.194638417,6.603475858,-6.178835292,3.012635625,-1.116584077,0.463558985,0.421628261
223,M,-0.195276104,-1.883832075,-0.620791527,1.410703383,0.39043561,1.078169757,-1.659488823,-0.270290882,14.81167207,-2.678168088,-1.831107313,0.800746934,-0.410281188,2.472611054
224,F,-0.118829239,-0.672664173,-0.405743609,0.007677963,0.893387058,-1.128469613,-0.974929524,-0.09044977,10.85024118,4.853048079,2.291817464,2.881594434,-1.059970427,1.484705636
225,F,-0.909821271,0.238985965,-1.258384385,0.920421918,-0.110703385,-0.201529984,-0.590796212,0.115639418,1.664753526,13.75279141,-1.048260761,1.429300968,0.375310987,0.606997281
226,M,0.00843789,-1.382364011,-0.155966466,-0.004705695,0.658292857,-0.284794413,-1.026920746,-0.156809841,0.069572947,12.5852886,1.358523011,0.95342187,-1.536022229,1.678448323
227,M,0.084601303,-2.188969609,0.379031951,0.130186784,-0.951045769,0.494661096,1.091814433,0.03462243,3.679309175,3.856344098,-2.004157926,-3.768733721,0.456578468,-0.083739777
228,M,0.51189511,0.506904889,-1.535325405,0.855344444,0.409322931,0.50349247,-0.290203733,0.083431092,0.485256328,-2.628825645,2.705086419,0.15336911,-0.512400306,-0.730870423
229,F,-0.263781442,-1.076965454,-1.496996492,-0.314992399,1.254299502,-1.003400874,-0.447058403,0.089891473,8.388127272,-11.5890341,1.856086421,1.063624642,1.104493359,-2.037096672
230,F,0.679380115,-0.668089262,-0.626383757,0.56639641,0.385268988,-0.597078348,-0.679310535,-0.007076284,10.37728139,8.637462887,1.884979343,0.913498146,-0.115886736,0.937221965
231,M,-0.158828226,-0.399407696,0.794416608,-1.337119334,0.877635187,-0.355556213,-0.397537559,-0.00193891,-1.211803157,2.783772892,-1.647287826,0.606104891,0.423559192,2.614267328
232,F,-0.108725659,-0.488703286,1.136931393,-2.472101394,1.061285189,1.134623858,-0.768440602,0.145623749,0.373283135,11.80349951,-3.980707026,0.67560637,-0.618588254,2.070620811
233,F,-0.307656442,-1.434027305,1.047803992,-1.158033724,0.014675974,1.017938907,-0.967659104,-0.170554725,15.57766135,4.042374274,0.528279496,-0.623893467,1.383572655,-1.151599456
234,F,0.052077299,-0.876917795,-0.90993163,-0.335063194,0.946995427,-0.733829476,-1.126819032,-0.222312988,18.35593919,2.225106944,4.329223702,1.967780662,-1.208134707,0.821161076
235,F,0.110268666,-0.934367348,-1.397998395,0.892918223,1.519627222,0.226749369,-1.427487076,-0.072119846,-12.35538681,-6.131881157,-0.95895214,0.956990238,-1.300193685,-0.038908876
236,M,0.217704937,-1.854629467,0.421797653,-0.790229768,-1.535811664,-0.203271395,2.837323135,0.102442826,3.33210886,-2.495974871,-2.549762224,-2.531985343,0.305001879,1.285782708
237,M,-0.001184571,-0.450271948,-1.030840843,-0.143175346,-0.251633791,0.644934643,0.795025679,0.079022711,17.12119438,-7.93257457,2.715317126,-0.478375411,-0.456733503,-0.400181717
238,M,0.878802864,-1.477525024,1.407564041,-2.257149479,1.673451364,0.104041704,-0.954662426,-0.014354823,4.503186949,-4.896916396,-0.605909576,1.443392332,0.009626588,0.389453669
239,M,-0.686266464,-0.156853179,-0.853178184,-0.241536173,1.914138091,-1.016749254,-2.766988753,-0.074257012,-3.209522263,15.55229046,0.086218691,1.611727357,0.551473328,-0.796339914
240,F,0.278560189,0.342136359,0.291102044,1.214248384,0.96872463,-0.87070751,-1.728320317,0.04482687,-4.296020639,4.441354388,4.534778386,0.26213976,1.052505099,-3.823373286
241,F,-0.18151552,-1.774165899,1.054653134,-1.595753677,0.749422577,-0.293257706,-0.230388501,-0.071026484,13.09681189,-2.309339125,2.188544733,0.168653674,-0.487530669,0.038016877
242,M,-0.447493497,-0.670612682,-1.138562414,-0.589443209,1.006743438,-0.770132068,-0.084795602,0.050023213,-1.878887375,5.388389882,3.88755568,-0.043506017,-0.75527894,1.739987724
243,M,0.054177258,0.10348933,-0.861971774,0.58493791,0.605948955,-0.537776362,-1.071414856,-0.038197627,-3.464605106,-1.2672458,2.388879009,3.862530896,1.72599122,-0.658064975
244,M,0.31464512,0.401010023,-1.245937878,0.430107577,1.042314226,-0.016586176,-0.845010231,0.011968607,2.232527784,-5.874869422,3.210632674,0.612615173,0.242102619,-0.142297242
245,M,-0.678458064,-1.393241586,1.874256297,0.777786442,0.168684304,1.154319874,-1.121773353,-0.037006878,8.855605601,0.691143464,-1.788203439,-1.457386205,-0.930442057,0.269533157
246,M,0.088977808,-0.40090203,-0.70086656,0.349189175,-0.63732902,0.323122093,0.297996775,-0.155343301,13.92014828,-4.290301542,1.715802595,0.40881726,0.084866805,-0.09132371
247,F,-0.388032034,-2.037586922,-0.290849704,-0.115238311,0.747842554,-0.136595839,-0.250629917,0.006242446,5.652070127,1.664547017,2.276624461,-2.803613859,0.643508613,2.002171895
248,F,-1.00198976,-1.519958568,-0.795097155,0.911722444,2.168116003,-0.285709877,-3.260502389,-0.088221582,0.81359337,-1.492423636,-5.062058209,-1.041578846,1.341440747,-2.192477186
249,F,0.136070398,-1.20326694,-1.815204355,0.49732307,0.61824538,0.687625903,-0.603055474,0.10864682,-1.814879679,6.045081962,0.967048999,2.201223867,-0.296345797,1.574958083
250,F,0.229072138,-0.013540826,0.265776803,0.485322755,-0.508304699,0.587911415,-0.237462488,-0.094003569,-6.558807912,4.987989055,3.587168321,1.63922755,0.575470936,-0.911999334
251,M,-0.519466568,-0.700645362,0.371731375,-0.201551491,1.622813073,0.090255537,-1.877253728,-0.138709584,6.904006477,-1.80517739,2.985254965,-0.689250838,-1.57415129,-0.897087502
252,F,0.015729138,0.233855951,-0.145068131,-0.356344102,-0.510205244,-0.091480001,0.976281235,0.055132966,-10.59277612,4.327056059,-3.622080922,-1.53713015,0.287500628,0.785909405
253,M,-0.005701535,-0.478155439,0.605232719,-2.837894642,0.63663707,0.199299345,0.562562621,0.081987626,5.742138665,0.827252769,2.720396788,-0.773181645,1.234203321,1.325245158
254,F,-0.530417424,0.474228678,0.70781661,-1.483039,0.514470672,-0.638885448,0.599276049,0.151935172,8.405639334,-6.207032099,-0.117615799,-0.279005004,1.205322461,1.888235003
255,M,-1.042944575,-0.958288146,0.478851543,-0.401393548,0.292965125,-0.901427768,0.405444654,-0.124454781,-1.123762116,-13.59177985,0.70839952,1.063721175,0.393751955,0.876449368
256,F,-0.865646342,-1.824121907,1.142977203,-2.29022503,0.819819025,0.561197566,-0.349091687,-0.099031779,32.24402844,-10.11211295,-1.220021489,-0.367040113,0.083965595,2.558926301
257,M,-0.517989694,-1.326180725,0.018703828,-1.530829415,1.957661615,-0.883188334,-1.173411757,0.081648469,17.94678354,2.870923063,-1.009110139,2.286016589,-1.094637023,3.849817353
258,F,-0.04839754,-1.287525596,1.104489041,-1.226273049,0.484842618,0.580784707,-0.254819679,-0.09994728,-1.101579895,-4.03325776,-0.907713431,1.766128734,-1.63766831,-0.358677705
259,F,-0.522266157,0.219079172,0.03604456,0.729726061,0.2694551,-0.017337868,0.185364861,0.143690648,0.272085515,-13.85637243,-3.972500212,-0.224417699,1.099644713,1.37313003
260,F,0.058210704,-1.256921457,0.936638335,-1.884135078,1.562928429,-0.72633613,-1.110631814,-0.139239544,-1.445254495,15.50383525,4.309909321,-2.707145388,-0.13172523,2.288854535
261,M,-0.489363457,-0.176417146,-1.79384125,0.053351164,1.426764582,-0.562162632,-1.548541885,-0.054712349,3.072093535,-1.73666555,-0.382092663,-0.244807015,0.261896446,-2.021894499
262,M,-0.633655454,-1.186438194,-0.906798834,-3.120156401,1.474511363,-1.481059214,0.295231641,0.179913722,2.251690186,7.735869319,1.262707896,-0.094367584,1.202887826,0.985695866
263,M,0.185322225,-0.573879404,1.037188168,0.291922751,0.65345082,-0.950169735,0.096363543,0.230469253,-8.498810988,-6.491151479,-5.09845289,-1.107590613,0.878914643,-0.567567923
264,F,0.261273873,-1.521548637,0.555971554,-0.24668783,0.24431709,0.845860964,-0.561969996,0.018327196,4.552889681,5.769581444,4.189393396,0.089950359,0.158261608,-0.869290893
265,M,-0.473205288,-1.891390887,-1.07157968,0.879023239,1.519101866,-0.109752061,-1.88359426,-0.012738146,8.531066575,3.812157088,1.862627004,1.124582098,-1.248351441,0.564771859
266,F,-0.179259399,-1.328456339,2.458129532,-0.736325748,-0.887324809,-0.335365621,0.3482476,-0.076011914,-8.538788658,13.51144755,3.119547915,1.873297548,0.90259248,-0.910821539
267,M,-0.02573333,0.290461103,-0.389412581,-0.063464021,1.232892943,0.057458164,-1.330181252,0.092903812,15.66914541,0.32312645,-2.589752488,-1.0852544,0.276647233,1.290518553
268,M,0.209748935,-0.454157601,-0.661436096,2.087680265,0.709250351,-0.218685554,-1.926209207,0.02759321,-6.72213474,12.62915188,-0.197560184,-0.117744233,0.572469473,-0.806578096
269,F,0.386976814,-0.434885643,-1.255328952,0.940622901,-1.342664291,0.27668643,1.700057146,0.106962518,-3.498413964,1.520025068,-0.362541179,1.222694597,-0.752311062,0.567737655
270,F,-0.150610743,-1.046598461,0.227679584,-0.034691334,-0.06253319,-0.070830723,-0.040760256,-0.043162842,3.717327227,12.18008968,1.607265015,-1.308689563,-0.6027716,2.019705755
271,F,0.24476882,0.054158336,-0.59115165,1.54052884,-0.64167971,-0.444269475,1.192432248,0.296801254,-9.199091032,0.35389404,-3.247112882,0.504445072,-0.439150321,0.38809142
272,F,0.303667342,-2.294377898,-0.926051037,-0.310742016,-0.857750264,0.361200099,1.653788423,-0.098879159,5.476731723,-13.54186439,0.902747669,0.639851307,-0.952358611,-1.806297159
273,M,0.177050076,-2.269599873,1.644262633,-0.016524309,0.210562338,0.284088826,-0.180042474,-0.022633356,-0.031958267,1.633309187,0.824214612,-1.540797923,0.673193981,1.561790232
274,M,-0.484340947,-1.983680127,0.043475981,-0.767474936,1.250506559,-0.987620709,-1.154863349,0.027292614,7.786684436,4.623715454,-3.209351608,-0.27180259,0.960152017,0.072123731
275,F,-0.496723569,-0.109287553,-2.080688211,0.466409171,1.541585337,-0.244140648,-1.296903583,-0.080413655,5.856103829,-17.70353026,-0.011744579,-1.172506756,1.171507888,-1.664602538
276,F,-0.828133511,-0.721613603,-1.888538105,-1.767397203,0.733724778,-1.189068348,0.63853567,0.018576936,2.54212979,-2.712422678,2.27448903,1.676669704,0.725177244,0.900136335
277,M,-0.097050683,-0.636043162,-2.55472503,-0.904180753,2.416506443,0.025322495,-1.761784802,0.071947714,15.29793327,-4.692085921,-2.805870874,1.900461443,-1.682855514,1.090288562
278,M,-0.36222005,-1.391686933,-0.001396318,-0.785311233,2.929728841,-0.424430537,-2.566235422,0.040467972,6.973580559,-4.836912534,1.021362758,2.568106755,0.129482148,2.017534639
279,F,-0.855398478,-1.400223604,-0.031341814,0.135493257,-0.407790978,0.193448667,-0.426281602,-0.196237496,16.38360177,3.449998055,0.788556566,-0.136166106,-0.347844534,-0.559972836
280,F,0.39889533,0.645814041,-1.403037154,0.719831279,-0.145891156,-0.327176871,0.259816392,0.109621587,12.6520167,-2.87043971,-0.04973578,0.858950594,-0.472837848,-1.123086659
281,F,-0.335119949,-1.593876476,-0.105319355,-1.893709001,0.526321053,-0.979003782,0.624144052,-0.101569691,11.04989784,-8.027048062,-1.169927054,2.237130825,-0.224522764,2.197993728
282,F,0.009465322,-0.855343059,0.321920417,-0.356798089,0.333781002,-0.332166804,-0.581209761,-0.069671914,2.621936232,5.779105463,1.038639519,1.372160517,-0.944935318,-1.206584952
283,M,0.074954534,-1.305125145,0.361315744,-1.13988595,0.919392565,-0.964104142,-0.247888049,-0.02912523,5.034562848,-1.356325027,-1.94121186,0.642023967,-0.159165768,1.069737164
284,M,-0.118378432,0.474198638,-0.777119596,-0.923103582,0.680900052,-0.0682204,0.140151373,0.051037018,5.916399637,-8.759380364,2.087035785,2.499294642,-1.09130674,-0.287437091
285,M,-0.434970608,-0.74262625,-1.136881866,0.739760564,1.341933051,-0.348437402,-1.345160625,0.067632037,7.647198337,-6.217378473,-3.860812438,0.202970931,-0.538951725,-0.530975925
286,F,0.220164192,-2.006039068,-0.148939916,1.209602863,1.347036021,-0.340195068,-1.95019301,-0.127159434,7.799400764,7.617775785,-0.194246128,-0.329078717,-1.118430696,2.94947227
287,M,0.119735687,-0.222612663,0.046426735,0.242871138,0.385517925,0.948022257,-0.646792443,0.108897367,13.27365328,-3.032141238,0.758389795,3.211638449,-1.605208187,-0.232043831
