"YLD_BE_BLUP","AGSPP_BLUP","IEMERG_BLUP","LDSR_CERCZM_BLUP","SRSR_COLLGR_BLUP","LDSR_CORBNE_BLUP","ERSR_GIBBFU_BLUP","ERSR_GIBBZE_BLUP","LDSR_NLBR1_BLUP","LDSR_PUCCPY_BLUP","LDSR_TARSC_BLUP","Index","group","RM"
0,-2.0936317,0,0,0,-3.733218208,0,0,0,0,-3.187706022,"index_603","A","Mid-latitude steppe"
0,-2.884084513,6.014348206,0,0,0,-0.36794561,0,0,0,-0.640705181,"index_604","D","Humid continental b"
0.94064932,0,0,0,0,0,0,-1.866729232,0,0,0,"index_605","D","Subtropical steppe"
0,-2.126725544,0,-11.27979593,0,0,0,-2.552054803,0,0,0,"index_606","A","Humid subtropical"
0,-4.488545828,4.321692593,0,-0.212248532,0,0,-3.016682308,0,0,0,"index_607","J","Humid subtropical"
0,0,0,0,0,0,0,-0.696850463,0,-16.52827821,0,"index_608","F","Equatorial monsoon"
0,-0.286033572,0,-1.825492181,0,0,-0.400550435,-3.115415653,0,-0.808135225,-2.183143578,"index_609","A","Subtropical steppe"
1.094571557,-4.35106045,0,0,0,0,0,0,0,0,0,"index_610","I","mid-latitude desert"
0,0,0,-0.017285594,0,0,-0.893111054,0,-5.155312632,0,0,"index_611","E","Humid continental a"
0,-4.219303629,0,0,0,0,-0.468836014,-1.270314715,0,-4.997241918,-6.888486955,"index_612","D","Subtropical dessert"
0,0,5.83143665,0,0,0,0,0,0,-12.8417759,0,"index_613","F","Sub-arctic"
0,-2.921505988,0,-5.779610516,0,-1.712894293,0,0,0,-0.198544091,0,"index_614","D","Humid subtropical"
0,-3.531876739,0,0,0,0,0,-0.583548361,-0.684705623,0,0,"index_615","D","Humid continental a"
0,-2.459974461,0,0,0,0,-0.343316414,0,0,0,-5.321454263,"index_616","H","Humid continental a"
0,0,0,-0.001440466,0,-0.200609242,0,-0.210760392,0,0,0,"index_617","J","mid-latitude desert"
0,-2.275647839,5.032114958,-0.150127216,0,-4.089190925,0,-0.233341862,-0.697846839,0,0,"index_618","C","Humid continental b"
0,0,0,0,0,-13.31091086,-0.783362844,0,0,0,0,"index_619","H","Humid subtropical"
0,0,0,-7.765788582,0,0,-0.352565975,-1.375470327,-2.438753335,0,-0.340127442,"index_620","F","Humid continental b"
0,-4.941101864,0,0,-0.282311155,0,-0.418390812,0,0,0,-6.539208584,"index_621","D","Mid-latitude steppe"
0,-2.831417252,5.944909559,-0.088377013,0,0,-0.757640608,0,-0.699041495,0,-0.711894645,"index_622","C","Humid continental a"
0,-0.485807352,5.97878207,0,0,-2.881217935,-0.795366555,-0.216234688,0,0,0,"index_623","G","Humid continental b"
0,0,0,0,0,0,0,-0.204601809,0,0,-7.60592361,"index_624","E","Mid-latitude steppe"
0,-1.300571005,5.715757425,0,-0.587289628,-3.184670087,0,0,0,0,0,"index_625","F","mid-latitude desert"
0.983288313,-2.77736401,0,0,0,0,0,0,0,0,-5.670732634,"index_626","A","mid-latitude desert"
1.000507906,0,0,0,0,-3.412259201,0,0,0,-0.185405144,-4.566257784,"index_627","D","Humid continental b"
0,0,4.437236654,-0.090061109,0,-11.83411912,0,-0.08622016,0,-5.168707142,0,"index_628","F","Subtropical dessert"
0.778793726,-0.007917133,5.211559072,-2.268165219,0,-2.553909959,0,0,0,-0.503597142,0,"index_629","F","Humid subtropical"
0,0,0,0,0,0,0,-0.025318619,0,-0.16423684,0,"index_630","J","Mid-latitude steppe"
0,-2.814785485,4.375613155,0,0,-8.547066527,-0.20208033,0,0,0,-4.169779633,"index_631","C","Sub-arctic"
0,-2.706679001,0,0,-0.954088063,0,-0.15194152,-2.964411714,-0.469667533,0,0,"index_632","C","Subtropical dessert"
0.816221302,0,5.458778909,0,0,0,0,-0.196390365,-9.026796895,0,0,"index_633","A","mid-latitude desert"
0,0,0,0,0,0,0,0,-0.236642759,0,0,"index_634","G","Humid continental b"
0,0,0,-4.124462127,0,-2.114112776,0,0,0,0,-4.528497961,"index_635","B","Subtropical steppe"
0,-2.685889293,0,0,0,0,0,-1.358975329,0,0,0,"index_636","B","mid-latitude desert"
0,-1.707952831,6.087174103,-7.231048333,0,0,0,-2.401050863,-0.283936587,0,0,"index_637","G","Humid continental a"
0.86487715,0,5.094901019,-10.54134511,0,0,0,-0.023950045,0,0,0,"index_638","A","Humid continental b"
0.808735787,-3.297005885,0,0,0,0,-0.183013459,0,0,-0.2384625,0,"index_639","A","Humid subtropical"
0,0,5.218064857,0,0,0,0,-3.370960781,-8.518774073,-0.064234853,0,"index_640","F","Subtropical steppe"
0,-2.066742952,4.985913895,-7.129193048,0,0,0,-0.508504111,-0.633335412,-8.683744227,0,"index_641","I","Subtropical dessert"
0.602884121,-2.508483781,0,-11.127013,0,0,-0.449150081,0,-0.337453288,0,-6.73744766,"index_642","H","Humid subtropical"
0,-2.989419036,0,-0.0333708,0,0,-0.970277763,-0.151227424,0,-2.185807506,0,"index_643","H","Mid-latitude steppe"
0,-1.406333594,6.075318724,0,0,0,0,0,-1.475294933,-4.129050513,-4.519058005,"index_644","J","Subtropical steppe"
0,0,0,-0.079675848,-0.403890411,0,0,0,-6.223912361,-0.058395321,0,"index_645","J","Subtropical dessert"
0,-2.978331191,0,0,0,0,-0.156178603,0,0,0,0,"index_646","E","Humid continental a"
0,0,0,0,0,-5.30765238,0,0,-6.504200814,0,0,"index_647","A","Mediterranean b"
0.673996515,-0.20377378,0,0,0,0,-0.128777002,0,0,-0.276186619,-1.961665244,"index_648","D","Mediterranean b"
0,0,4.941779055,-0.156863602,0,0,-0.297414687,0,0,0,0,"index_649","F","Subtropical dessert"
0.752594423,-2.595800556,5.137548154,0,0,0,0,-1.936423358,-5.015168405,-0.262040074,0,"index_650","C","Humid continental a"
0,-1.484676253,0,0,0,0,0,0,0,0,0,"index_651","I","Humid continental a"
0,0,0,-0.140584003,0,-17.55073232,0,-2.668211679,0,0,0,"index_652","A","Humid subtropical"
0,0,6.029590835,-0.106621391,0,-2.66964606,0,0,-4.721408626,-0.105111578,0,"index_653","H","Mediterranean b"
0,-5.531143278,0,-0.160512477,0,-2.530762739,0,0,-9.009278866,-6.754760461,-7.709763125,"index_654","E","Humid continental b"
0,0,0,-3.920751556,0,0,0,0,-0.216729568,-13.05610743,0,"index_655","B","mid-latitude desert"
0,0,0,-0.090903158,0,0,0,-0.48054645,0,-16.69974343,-2.001214947,"index_656","B","mid-latitude desert"
0,-2.658169681,6.056688843,-0.832468881,0,-20.12320826,-0.390092284,-0.354001244,0,0,0,"index_657","H","Humid subtropical"
0,-2.545905256,0,-8.376920295,0,-3.914122376,0,0,-1.134378883,0,0,"index_658","J","Subtropical dessert"
0,0,6.083786852,0,0,0,-0.409163031,-1.377532202,0,0,0,"index_659","C","Mid-latitude steppe"
0,0,0,0,-0.504863014,0,0,0,0,0,0,"index_660","F","Humid subtropical"
0,-1.610024507,5.990637448,0,-0.362677104,-1.35025451,-0.225384284,0,-3.995109215,0,0,"index_661","J","Sub-arctic"
0,-2.031580744,4.984729252,0,0,0,0,-0.748660402,0,-0.345347505,0,"index_662","F","Humid subtropical"
0,0,5.741780566,0,0,0,0,-0.197074652,0,0,-2.507451139,"index_663","A","Subtropical steppe"
0,-0.227276578,0,0,0,0,0,0,0,0,0,"index_664","H","Humid subtropical"
0,-2.218767796,0,-0.111392998,0,0,0,0,0,0,0,"index_665","A","Humid subtropical"
0,-1.116465756,0,0,0,-4.042505978,-0.371636722,-0.317214847,-0.073603509,0,0,"index_666","H","Mediterranean b"
0,-0.062756994,0,0,0,-0.763858266,0,0,0,-0.132119414,-2.68937977,"index_667","I","Humid subtropical"
0,-0.885354912,0,-2.866372026,-0.020606654,0,0,0,-7.590318571,-1.823262169,0,"index_668","F","Mid-latitude steppe"
0,-1.253565409,0,0,0,0,0,-0.699793375,-6.329020531,0,0,"index_669","I","Humid continental b"
0,0,0,0,0,-1.203655449,0,-0.841444766,0,0,0,"index_670","F","Subtropical steppe"
0.88612941,-2.735784593,0,-0.029049401,0,-3.470615384,-0.93941108,-0.33781523,-0.405156105,-0.427869016,-2.349252329,"index_671","F","mid-latitude desert"
0,0,0,-2.85440789,-0.834569472,0,0,0,0,-1.359204137,-0.46668649,"index_672","J","Humid subtropical"
0,-0.282116439,0,-2.07673904,0,0,0,0,-0.193082654,0,-4.830576552,"index_673","I","Mediterranean b"
0,-3.795390381,0,-4.073534484,0,-4.293437566,0,-0.680664449,0,-1.765254915,0,"index_674","A","Humid continental b"
0,-3.904232971,0,-0.005281709,0,0,-0.474372682,-0.078693003,0,-2.388832895,-7.200005503,"index_675","D","Subtropical dessert"
0,-4.654673993,0,0,0,0,-0.66332574,0,-0.247843929,0,0,"index_676","E","Subtropical dessert"
0,0,0,0,0,0,-0.755925792,-0.201180374,-0.166946591,0,0,"index_677","H","mid-latitude desert"
0,0,0,0,-0.055637965,0,0,-0.756907901,-0.118408189,-0.244749853,0,"index_678","H","Humid continental a"
0,-0.188105248,0,0,0,-0.470660144,-0.091189293,-0.646820964,0,-0.324913607,-2.982047569,"index_679","I","Sub-arctic"
0,-2.050196031,0,0,-0.667655577,0,0,0,-7.502728429,-12.19878131,0,"index_680","J","Mediterranean b"
0,-2.461360442,0,0,-0.286432485,0,-0.063217045,0,-0.112185317,0,0,"index_681","F","Mediterranean b"
1.176335498,-1.943675222,0,0,0,0,0,0,0,-8.297947474,0,"index_682","H","Humid subtropical"
0,-0.912774843,5.139917439,-0.097078178,0,0,0,0,-0.397988169,-1.881269423,0,"index_683","D","Mediterranean b"
0,-3.434491263,5.719010317,0,0,0,0,0,0,0,-6.624168188,"index_684","C","Mid-latitude steppe"
0.962788797,-3.079320704,0,-0.159389746,0,0,0,0,-0.059913191,0,0,"index_685","J","Humid subtropical"
0,-2.961699425,5.380709487,-8.351456473,-0.624381605,-20.93306179,-0.262811846,-2.191968486,0,-4.114548699,0,"index_686","H","Subtropical steppe"
0,-2.60550242,0,-3.84743119,0,0,-0.56215161,-2.575286178,0,-0.108761285,0,"index_687","J","Mediterranean b"
0,-5.021301668,0,0,0,0,-0.094248758,0,-0.46130494,0,-5.085455363,"index_688","B","Humid subtropical"
0,-1.657030103,0,0,0,0,-0.479909351,0,0,0,-6.822407263,"index_689","A","Mid-latitude steppe"
0,-2.891014416,0,0,0,0,-0.882822159,-0.15670172,0,-2.548352843,0,"index_690","F","Subtropical steppe"
0,-2.97555923,6.122740239,-2.280129355,0,0,0,0,0,0,0,"index_691","J","Humid subtropical"
0,0,0,-9.624647541,0,0,-0.032622398,-0.429045494,-0.431438539,-0.335916475,-0.862183515,"index_692","I","Humid subtropical"
0,-3.657905003,0,-0.234262073,0,-3.908286757,0,0,-0.423075946,0,0,"index_693","H","Humid continental b"
0,-2.028478196,5.098454947,0,0,0,-0.373482278,-1.424955321,-0.570018641,0,0,"index_694","H","Humid continental b"
0,-0.807012254,0,0,0,-3.021272774,0,-0.017107175,0,0,-7.785282773,"index_695","I","mid-latitude desert"
0,-2.38374553,0,0,0,0,-0.798796186,-0.464360435,-0.26775712,-0.145988303,-0.395497025,"index_696","J","Mid-latitude steppe"
0,-1.942641039,5.070023523,0,0,0,-0.051853319,-0.386373274,-3.565258544,-1.127175121,-1.629447743,"index_697","D","Humid subtropical"
1.376202912,-5.336372325,0,-0.091745206,-1.011786693,0,-0.654751662,-0.701264831,0,0,0,"index_698","F","Humid continental a"
0,-2.250827457,5.439261554,0,0,-4.124204635,0,-1.334232832,0,0,0,"index_699","I","Mid-latitude steppe"
0,-1.316239536,5.067654238,0,-0.440982387,-7.641936104,-0.719914661,0,0,0,-1.186491075,"index_700","J","Subtropical steppe"
0.881117416,0,5.174272076,-0.034571188,0,-4.165053963,0,-2.627556772,0,-5.725969119,-3.886580954,"index_701","E","Mediterranean b"
0,0,0,-0.057618647,0,-3.972478559,0,0,0,0,-0.703984705,"index_702","H","Humid continental b"
0.965248739,-0.462304554,0,-1.753707364,0,0,-0.034370664,-0.611506023,-0.347409883,-0.015328772,-2.902948164,"index_703","C","Humid subtropical"
0.920497365,-2.269442744,0,0,0,0,0,-0.184757486,-2.0237251,-3.128425382,0,"index_704","B","Humid continental b"
0,0,6.004186452,-9.573719899,0,-3.371409873,0,-0.225814706,0,0,0,"index_705","B","Subtropical steppe"
0,-3.308463,0,0,0,-1.736041513,0,0,-0.653644565,-3.099421755,-5.255374571,"index_706","G","Mediterranean b"
0,0,0,-0.118410066,-0.276129159,0,0,0,0,0,0,"index_707","E","Subtropical steppe"
0,0,0,0,0,-1.219086929,0,0,-0.369812223,0,0,"index_708","F","Subtropical dessert"
0,-4.368246122,4.918670243,-0.104656612,0,0,-0.16747749,-1.750572356,-3.906174594,0,0,"index_709","A","Mediterranean b"
0,-2.258066735,0,0,0,0,0,0,-0.293893183,0,0,"index_710","A","Humid continental b"
0,0,0,0,0,0,-0.095559957,-0.742474778,-0.18063691,0,-4.150899721,"index_711","A","Humid subtropical"
0,-2.006760361,4.860898212,0,0,0,0,0,0,-14.256364,0,"index_712","J","Humid subtropical"
0,-2.080187326,4.872452619,0,0,0,-0.889681422,0,0,0,-5.434733735,"index_713","G","Equatorial rainforest"
0,-2.285989666,0,0,0,0,0,-0.604148743,0,-0.24710761,0,"index_714","B","Humid subtropical"
0,-0.84226645,0,0,0,0,-0.333429888,0,0,-3.461967093,0,"index_715","I","Humid continental b"
0,-0.031419931,4.625958621,-0.341939299,0,0,-0.393168211,0,0,0,0,"index_716","J","Subtropical dessert"
0,0,0,-0.030970023,0,0,0,-3.08056859,-0.426659914,0,-1.075751908,"index_717","C","Subtropical dessert"
0,-1.762792692,0,0,0,0,0,0,0,-11.12712366,0,"index_718","B","Humid continental a"
0,-2.635993992,0,0,0,0,0,0,0,-2.171305692,0,"index_719","E","Subtropical steppe"
0,0,6.041446214,0,0,0,-0.538144189,0,-5.523191227,0,-5.264814527,"index_720","I","mid-latitude desert"
0,-1.962290509,5.517330976,-0.129356693,-0.032970646,-3.137985141,0,0,-0.363589351,-2.852890926,0,"index_721","G","Humid continental a"
0,-2.813399504,4.221554406,-0.152372678,0,0,0,0,-0.37479052,0,-5.58577303,"index_722","E","Subtropical steppe"
0,-2.291160579,0,-2.603161031,0,-11.07190402,-0.511283806,-3.32449803,0,-6.326097402,-5.378093999,"index_723","E","mid-latitude desert"
0,-2.254964187,0,-6.390742228,0,-3.476451002,-0.442383042,0,0,-0.227459632,0,"index_724","I","Humid subtropical"
0,0,0,-0.664970975,0,-2.283859057,0,0,0,0,0,"index_725","C","Humid continental b"
0,-2.237383083,0,0,0,0,0,-1.408460323,0,0,0,"index_726","I","Humid continental a"
0,-0.011834266,0,0,0,-0.509238844,-0.754210976,-3.086376434,-1.252958379,0,0,"index_727","D","Subtropical steppe"
0.767565454,-2.572238887,0,0,0,0,0,0,-0.498339278,0,-3.456643999,"index_728","G","Humid continental a"
0,-2.489080053,0,0,0,0,0,0,-2.053369974,0,0,"index_729","C","Humid subtropical"
0,0,0,-0.039372742,0,0,0,-0.507032655,-4.892542207,0,0,"index_730","H","Mid-latitude steppe"
0,-1.81371542,0,0,0,-18.02711675,0,0,-1.875500731,-0.04817614,0,"index_731","B","mid-latitude desert"
0,-3.48604828,0,0,0,-1.28081285,-0.503286395,0,0,0,0,"index_732","B","Equatorial monsoon"
0.730137878,-0.787426589,0,0,0,0,0,0,-2.083014848,-2.432338335,-8.087361365,"index_733","G","Mid-latitude steppe"
0,-2.683117332,0,-0.111112315,0,0,-0.159003325,-0.837321017,0,0,0,"index_734","C","Humid subtropical"
0,0,0,-0.107744122,0,0,0,0,-6.994705607,0,0,"index_735","A","Equatorial monsoon"
0,-5.330643768,0,0,-0.25758317,0,0,-0.711565022,-0.096005849,-0.035037193,0,"index_736","A","Humid subtropical"
0,0,0,-0.017045516,0,0,0,-0.862063514,0,0,-7.65312339,"index_737","G","Humid subtropical"
0,-1.940572674,0,0,-0.993240705,0,-0.841666581,0,0,0,0,"index_738","G","Subtropical steppe"
0.908325381,-1.9271283,0,0,0,0,-0.106486617,0,0,-4.911509307,-1.455429052,"index_739","F","Mid-latitude steppe"
0,-2.799539699,0,-11.35618739,-0.296735812,-2.770341187,-0.388861913,-1.070312864,0,-0.750127971,0,"index_740","H","Mediterranean b"
1.289896529,-2.270476926,5.883939041,0,0,0,0,-1.692493918,-0.474446157,-0.18832491,0,"index_741","H","mid-latitude desert"
0,-0.172436717,0,-0.033610878,0,-3.505629094,0,-1.262067216,0,0,0,"index_742","I","Humid subtropical"
0,-2.136033187,0,0,0,0,0,0,0,-14.34209661,-2.855488521,"index_743","A","Subtropical dessert"
0,-1.915752291,0,0,-0.735657534,0,0,0,-1.208491068,-0.066424678,0,"index_744","A","Sub-arctic"
0,0,4.977621396,0,0,-10.83371181,-0.2861158,-0.915672257,0,0,0,"index_745","H","Mid-latitude steppe"
0.877537421,0,0,0,0,0,0,-0.225130419,0,0,0,"index_746","A","Mid-latitude steppe"
0,-2.611046342,0,-1.813528045,0,0,0,-1.027013494,0,0,0,"index_747","H","Humid subtropical"
0,0,0,-0.139180589,0,0,0,-0.10674877,-0.529400335,0,0,"index_748","E","Humid subtropical"
0.92407736,-5.256172522,6.16,0,-1.050939335,0,0,0,-0.264023397,-10.26979755,0,"index_749","A","Mediterranean b"
0.929805353,-2.770434107,0,0,0,-7.546659217,0,0,0,0,0,"index_750","B","Mediterranean b"
0,-2.16085357,6.12612749,-8.962588186,0,-2.799519279,0,-1.48341154,-5.961141935,-12.41311284,0,"index_751","A","Mediterranean b"
0,0,0,0,0,0,-0.425157851,-0.376073082,0,-0.012409006,0,"index_752","J","Humid continental a"
0,-2.971401289,0,0,-0.48425636,-9.118727847,0,-2.854062681,-0.300116055,-5.983166954,0,"index_753","C","Humid subtropical"
0,-2.695591157,6.070237848,-0.069382454,0,-2.129544256,0,0,-3.713482913,-0.182485378,0,"index_754","A","Humid subtropical"
0,-4.981201766,0,-0.688899247,0,-7.88012832,-0.670185003,0,0,-9.241006204,0,"index_755","C","Mediterranean b"
0.952129049,0,0,0,0,0,0,0,0,-9.326738816,-4.651217388,"index_756","H","Mid-latitude steppe"
0,0,0,-0.533365477,-0.525469667,0,-0.300945589,-2.871486213,0,0,0,"index_757","I","Subtropical steppe"
0,0,0,-1.789599773,0,0,-0.151504454,-0.248056421,0,-0.111681051,0,"index_758","I","Mediterranean b"
0,-1.304488138,0,0,0,0,-0.774788766,-1.837690013,0,-2.794883672,-3.448734059,"index_759","D","Mediterranean b"
0,-0.97544897,0,-0.060019424,0,-2.764505569,-0.171008392,-0.954847878,0,-9.669669264,0,"index_760","B","Humid subtropical"
0.93982934,0,5.115039944,0,0,0,0,-0.952786003,0,-15.45662056,0,"index_761","J","Humid subtropical"
1.10819888,-2.662327623,0,0,-0.785113503,0,-0.831377686,-1.035260993,-0.515064463,0,-5.132655143,"index_762","E","Humid continental b"
0,0,0,0,0,-16.88379411,0,0,0,-3.969530565,-1.052022087,"index_763","G","Subtropical dessert"
0,-2.816171466,0,-4.582810912,0,0,0,-3.365152937,0,0,0,"index_764","G","Subtropical steppe"
0,-2.048127665,0,0,-1.032393346,-0.362639783,-0.584444215,0,0,0,0,"index_765","G","Humid continental a"
0,-2.262203466,0,0,0,-1.411980431,-0.04573439,-1.3940272,0,0,0,"index_766","B","mid-latitude desert"
0,-1.778461224,0,0,0,0,0,-0.118381649,0,-16.05674885,0,"index_767","I","Subtropical dessert"
0,0,0,0,0,0,0,-1.982886108,-9.674963943,-14.17063139,-0.237298215,"index_768","C","mid-latitude desert"
0,-2.895172358,0,0,0,-10.26205049,-0.177364016,-0.125224519,0,-3.505472533,-8.266720528,"index_769","F","Humid subtropical"
0.782536484,-0.427050358,0,-5.372189374,-0.694444227,0,0,0,0,-3.911523311,-2.958317747,"index_770","G","Mid-latitude steppe"
0.83493509,-2.016068005,0,0,0,-10.78607336,0,0,0,-3.810010616,0,"index_771","C","Mid-latitude steppe"
0,0,0,-0.820504745,0,-4.567711626,-0.232446088,0,0,0,0,"index_772","G","Humid continental b"
0,-1.871282439,0,0,0,0,0,-0.207338957,-2.038547537,-2.316323827,0,"index_773","J","Subtropical steppe"
0,-3.096506376,5.183749218,0,0,0,0,0,0,-11.72725195,-1.708547148,"index_774","D","mid-latitude desert"
0,-4.591659861,0,0,0,0,0,-0.264242436,-0.254066801,0,0,"index_775","G","Mid-latitude steppe"
0,0,0,-0.118690749,0,0,0,-0.907424758,0,-0.313910739,0,"index_776","B","mid-latitude desert"
0.915485371,0,4.745354151,0,0,0,0,-0.882682261,-6.837043352,0,-8.210080792,"index_777","E","Humid subtropical"
0,-0.141099653,0,0,0,0,0,-2.279086143,0,0,0,"index_778","E","Subtropical steppe"
0.925509358,-2.575010848,0,0,0,-14.21604128,0,-0.740412903,-0.701430808,-14.08489877,0,"index_779","H","mid-latitude desert"
0,-2.179468857,0,-3.117618885,0,-9.642750724,0,0,0,-0.450660671,0,"index_780","G","Mediterranean b"
0,-2.013999639,0,0,-0.195763209,0,0,-0.418745303,-1.445650059,-3.418461652,-8.313920308,"index_781","A","Humid subtropical"
0,0,0,0,0,-4.404314314,-0.389477098,-0.321629215,-0.061157765,0,0,"index_782","E","Humid subtropical"
0,-1.496427652,0,0,0,-19.69446227,-0.136644197,0,0,0,-5.972811225,"index_783","E","Mid-latitude steppe"
0,0,0,-1.23924951,0,0,0,0,0,-0.347705262,0,"index_784","I","Humid continental a"
0,-1.465090588,0,0,0,0,-0.356257087,-0.820826019,-8.150895478,-0.323341768,-6.227690037,"index_785","A","Sub-arctic"
0.775050969,-2.577782809,6.131208366,0,0,-1.851777614,0,0,-4.039576526,-0.28483173,0,"index_786","I","Mediterranean b"
0,-2.751030379,0,0,0,0,0,0,0,0,0,"index_787","G","Mid-latitude steppe"
0,-2.300468222,0,-0.051376627,0,-2.64649884,-0.452226008,-0.383430362,0,-0.083943274,0,"index_788","A","Mediterranean b"
0,0,0,0,0,-4.135875871,-0.342610234,0,0,0,0,"index_789","F","mid-latitude desert"
0.804993029,-1.026371698,0,-0.136935127,-0.300857143,0,-0.148007923,0,-0.159479145,0,-4.509618049,"index_790","I","Humid continental b"
0.944749223,-0.047088462,0,0,0,0,0,0,0,0,0,"index_791","A","Humid subtropical"
1.153623292,-3.411577034,0,0,0,0,-0.440537486,-0.208023244,-0.492365998,0,0,"index_792","J","Mid-latitude steppe"
0,0,0,0,0,0,0,-2.07581161,0,0,0,"index_793","G","Humid continental b"
0,-2.75380234,0,0,0,0,0,0,0,-12.1130487,0,"index_794","A","Mid-latitude steppe"
0,0,0,0,0,0,-0.125717538,0,0,-0.235318823,0,"index_795","E","Mediterranean b"
0,0,0,0,-0.502802348,0,0,-0.250999333,-4.839988122,0,0,"index_796","C","Humid continental b"
0,-1.171305617,0,0,0,-10.92898869,-0.421466739,0,0,-1.257691443,-4.924976112,"index_797","F","Humid subtropical"
0,0,0,-1.382819144,0,0,0,0,-0.379768818,-0.398004088,0,"index_798","F","Humid subtropical"
0,0,5.803585525,0,0,-3.38308111,0,0,-0.184370633,-0.295834598,-6.746887616,"index_799","D","Mid-latitude steppe"
0,-2.475220247,0,-1.598173594,0,0,0,-0.217603262,0,0,-3.757221738,"index_800","C","Sub-arctic"
0.931237351,-1.829383952,6.148144621,0,-0.294675147,0,-0.3186001,0,0,-2.881894553,-5.198734835,"index_801","E","Mediterranean b"
0,-3.824033168,0,-0.108305487,0,-15.8833868,-0.393783396,-0.534990317,-7.835570968,-0.291905002,-3.345904832,"index_802","D","Mediterranean b"
0,0,4.972882825,-8.809805258,0,0,0,0,-0.16943574,-0.439657803,-6.189930213,"index_803","B","Subtropical dessert"
0,0,0,-2.052810768,0,-4.024999124,0,-0.730693949,0,0,0,"index_804","D","Subtropical dessert"
0,0,0,0,0,0,-0.408547845,0,0,-9.969733405,0,"index_805","H","Humid subtropical"
0,-5.691542885,0,-0.060259502,0,0,-0.791936923,-0.13617311,-0.0935167,-0.39564633,-3.62275275,"index_806","A","Subtropical dessert"
0,-0.184188115,6.051607967,-0.134689665,0,0,0,0,-1.68280905,-0.068614502,0,"index_807","A","Humid continental b"
0,-2.000555265,6.119352988,-1.586209458,0,0,-0.505747137,0,-0.271490843,0,0,"index_808","D","Humid continental a"
0,0,0,0,0,0,0,-0.707150655,0,-0.143068536,0,"index_809","H","mid-latitude desert"
0.71142409,-2.349096016,0,-0.145636292,0,-0.794721226,0,-0.051321524,-6.364056587,-0.043066549,-2.072404411,"index_810","C","Humid subtropical"
0.651539969,-1.945743587,0,0,0,0,-0.13751833,0,0,-17.59993586,-6.718567748,"index_811","H","Mid-latitude steppe"
0.964428758,0,5.663711143,-11.66175325,-0.045334638,0,-0.326368084,0,-4.276735518,0,0,"index_812","J","Humid subtropical"
0,0,5.083054592,0,0,0,0,0,-6.872079409,-2.417836522,0,"index_813","D","Subtropical steppe"
0,-2.565308984,0,-0.094552033,0,-3.213848179,-0.303770311,0,0,-0.081753449,-0.126559048,"index_814","C","Mediterranean b"
0,-0.544564346,4.998944964,0,0,-4.701930847,-0.510053435,0,-0.102228721,-0.013868889,0,"index_815","D","Subtropical dessert"
0,-2.617976245,0,-0.044654452,0,-4.926544834,0,-3.359345093,-6.031214049,-0.251037206,0,"index_816","I","Mid-latitude steppe"
0,0,0,-2.339950035,0,-8.785258744,-0.767929502,-2.24423908,0,0,0,"index_817","D","Subtropical steppe"
0.887561408,0,0,-8.173209724,0,0,0,0,-9.307085348,-0.261254155,0,"index_818","H","Equatorial monsoon"
0,-1.973666518,0,-0.001680544,0,-2.70822476,-0.407317475,0,0,0,0,"index_819","A","Subtropical dessert"
0,-2.885470494,0,0,0,0,0,0,0,0,0,"index_820","C","Humid subtropical"
0,-2.268408561,5.540101224,-0.053777404,0,-19.59918538,-0.068898908,0,0,0,-7.70032317,"index_821","J","Humid continental b"
0,-2.477992208,5.826355773,0,0,0,-0.127465803,-1.391965325,-0.61899954,0,0,"index_822","B","Humid subtropical"
0,-2.201186692,0,0,0,0,0,-0.233341862,0,-15.62808579,0,"index_823","A","Humid continental b"
0,0,0,0,0,0,0,0,0,0,0,"index_824","D","Subtropical dessert"
0,-4.471360156,0,0,0,0,0,-0.16354459,0,-0.089052865,0,"index_825","B","Humid subtropical"
0,0,0,-0.156302236,0,-3.739053826,-0.475603053,-0.111538779,0,-2.24381476,-4.065940118,"index_826","F","mid-latitude desert"
0,0,0,0,0,0,0,0,-0.620194196,-16.78547605,-3.519923523,"index_827","J","Mediterranean b"
0,-1.754958426,0,0,0,0,0,0,0,-0.032847368,-4.03762025,"index_828","D","Subtropical dessert"
0,-0.713001063,0,-2.794587209,0,-12.45341888,0,0,-0.650060597,-1.808760355,0,"index_829","I","Subtropical dessert"
0,0,0,-0.006482098,0,0,-0.113916745,0,-3.580080981,0,0,"index_830","I","Subtropical steppe"
0,0,0,0,0,-17.69364765,-0.115665011,-1.101240985,-5.558227284,-0.273042943,-8.002401761,"index_831","B","Subtropical dessert"
0,0,4.414127842,0,0,-2.840368607,0,0,0,-17.72853478,0,"index_832","J","Subtropical steppe"
0,-2.229109622,0,-2.818515481,0,0,0,0,0,-11.42718781,0,"index_833","A","Mid-latitude steppe"
0,-4.17347517,0,-0.037932276,-0.987058708,0,-0.50267121,-0.379015994,-0.611831603,0,0,"index_834","H","Humid subtropical"
0,-2.086392422,5.154133151,0,0,0,-0.942840711,0,-0.654839221,-4.49159585,0,"index_835","D","Sub-arctic"
0,0,0,0,-0.698565558,-3.027108393,0,0,-0.128364784,0,-0.909643158,"index_836","B","Subtropical dessert"
0.99312808,-5.147329931,4.664473308,-0.010563419,0,-11.11954247,0,0,0,0,0,"index_837","G","Subtropical steppe"
